# timestamp, x, y, z, qx, qy, qz, qw
0.000000, -2.000000, -1.000000, -1.500000, 0.000000, 0.000000, 0.000000, 1.000000
10000000.000000, -1.970000, -0.950000, -1.450490, 0.000000, 0.062791, 0.000000, 0.998027
20000000.000000, -1.940000, -0.900000, -1.401962, 0.000000, 0.125333, 0.000000, 0.992115
30000000.000000, -1.910000, -0.850000, -1.354415, 0.000000, 0.187381, 0.000000, 0.982287
40000000.000000, -1.880000, -0.800000, -1.307848, 0.000000, 0.248690, 0.000000, 0.968583
50000000.000000, -1.850000, -0.750000, -1.262263, 0.000000, 0.309017, 0.000000, 0.951057
60000000.000000, -1.820000, -0.700000, -1.217658, 0.000000, 0.368125, 0.000000, 0.929776
70000000.000000, -1.790000, -0.650000, -1.174034, 0.000000, 0.425779, 0.000000, 0.904827
80000000.000000, -1.760000, -0.600000, -1.131392, 0.000000, 0.481754, 0.000000, 0.876307
90000000.000000, -1.730000, -0.550000, -1.089730, 0.000000, 0.535827, 0.000000, 0.844328
100000000.000000, -1.700000, -0.500000, -1.049050, 0.000000, 0.587785, 0.000000, 0.809017
110000000.000000, -1.670000, -0.450000, -1.009351, 0.000000, 0.637424, 0.000000, 0.770513
120000000.000000, -1.640000, -0.400000, -0.970632, 0.000000, 0.684547, 0.000000, 0.728969
130000000.000000, -1.610000, -0.350000, -0.932894, 0.000000, 0.728969, 0.000000, 0.684547
140000000.000000, -1.580000, -0.300000, -0.896138, 0.000000, 0.770513, 0.000000, 0.637424
150000000.000000, -1.550000, -0.250000, -0.860363, 0.000000, 0.809017, 0.000000, 0.587785
160000000.000000, -1.520000, -0.200000, -0.825568, 0.000000, 0.844328, 0.000000, 0.535827
170000000.000000, -1.490000, -0.150000, -0.791754, 0.000000, 0.876307, 0.000000, 0.481754
180000000.000000, -1.460000, -0.100000, -0.758922, 0.000000, 0.904827, 0.000000, 0.425779
190000000.000000, -1.430000, -0.050000, -0.727071, 0.000000, 0.929776, 0.000000, 0.368125
200000000.000000, -1.400000, 0.000000, -0.696200, 0.000000, 0.951057, 0.000000, 0.309017
210000000.000000, -1.370000, 0.050000, -0.666310, 0.000000, 0.968583, 0.000000, 0.248690
220000000.000000, -1.340000, 0.100000, -0.637402, 0.000000, 0.982287, 0.000000, 0.187381
230000000.000000, -1.310000, 0.150000, -0.609474, 0.000000, 0.992115, 0.000000, 0.125333
240000000.000000, -1.280000, 0.200000, -0.582528, 0.000000, 0.998027, 0.000000, 0.062791
250000000.000000, -1.250000, 0.250000, -0.556563, 0.000000, 1.000000, 0.000000, 0.000000
260000000.000000, -1.220000, 0.300000, -0.531578, 0.000000, 0.998027, 0.000000, -0.062791
270000000.000000, -1.190000, 0.350000, -0.507575, 0.000000, 0.992115, 0.000000, -0.125333
280000000.000000, -1.160000, 0.400000, -0.484552, 0.000000, 0.982287, 0.000000, -0.187381
290000000.000000, -1.130000, 0.450000, -0.462511, 0.000000, 0.968583, 0.000000, -0.248690
